country iso code,city_name,station_european_code,type_of_station,station_type_of_area,component_caption,statistic_value (µg/m3),above_AQG?
PL,Jelenia Góra,PL0189A,Background,urban,PM10,40.8,1
PL,Legnica,PL0190A,Background,urban,PM10,38.0,1
PL,Walbrzych,PL0192A,Background,urban,PM10,33.3,1
PL,Wroclaw,PL0194A,Background,urban,PM10,36.5,1
PL,Wroclaw,PL0196A,Background,urban,PM10,36.3,1
PL,Wloclawek,PL0205A,Traffic,urban,PM10,36.8,1
PL,Gorzów Wielkopolski,PL0209A,Background,urban,PM10,29.6,1
PL,Zielona Góra,PL0213A,Background,urban,PM10,26.4,1
PL,Warszawa,PL0214A,Background,urban,PM10,30.5,1
PL,Opole,PL0221A,Background,urban,PM10,29.4,1
PL,Bielsko-Biala,PL0234A,Background,urban,PM10,41.4,1
PL,Gliwice,PL0238A,Background,urban,PM10,45.8,1
PL,Rybnik,PL0239A,Background,urban,PM10,53.5,1
PL,Tychy,PL0240A,Background,urban,PM10,42.8,1
PL,Zabrze,PL0242A,Background,urban,PM10,47.3,1
PL,Poznan,PL0244A,Background,urban,PM10,29.5,1
PL,Poznan,PL0245A,Background,urban,PM10,24.8,1
PL,Szczecin,PL0248A,Background,urban,PM10,22.7,1
PL,Szczecin,PL0249A,Traffic,urban,PM10,26.5,1
PL,Bydgoszcz,PL0252A,Traffic,urban,PM10,40.4,1
PL,Kielce,PL0283A,Background,urban,PM10,38.1,1
PL,Elblag,PL0295A,Background,urban,PM10,22.9,1
PL,Warszawa,PL0308A,Background,urban,PM10,30.3,1
PL,Pila,PL0468A,Background,urban,PM10,27.4,1
PL,Kielce,PL0482A,Background,suburban,PM10,33.8,1
PL,Zory,PL0489A,Background,urban,PM10,44.8,1
PL,Gorzów Wielkopolski,PL0492A,Background,urban,PM10,21.6,1
PL,Opole,PL0494A,Background,urban,PM10,33.3,1
PL,Rzeszów,PL0495A,Background,urban,PM10,31.6,1
PL,Bialystok,PL0496A,Background,urban,PM10,26.9,1
PL,Koszalin,PL0500A,Background,urban,PM10,21.3,1
PL,Kraków,PL0501A,Background,urban,PM10,44.4,1
PL,Tarnów,PL0502A,Background,urban,PM10,33.9,1
PL,Kalisz,PL0503A,Background,urban,PM10,34.6,1
PL,Lublin,PL0507A,Background,urban,PM10,29.6,1
PL,Piotrków Trybunalski,PL0509A,Background,urban,PM10,34.5,1
PL,Piotrków Trybunalski,PL0510A,Background,urban,PM10,43.0,1
PL,Gdynia,PL0520A,Background,urban,PM10,16.5,0
PL,Gdansk,PL0522A,Background,urban,PM10,24.3,1
PL,Sosnowiec,PL0529A,Background,urban,PM10,44.3,1
PL,Pabianice,PL0537A,Background,urban,PM10,41.2,1
PL,Siedlce,PL0538A,Background,urban,PM10,32.7,1
PL,Grudziadz,PL0542A,Background,urban,PM10,30.9,1
PL,Lódz,PL0543A,Background,urban,PM10,35.1,1
PL,Tomaszów Mazowiecki,PL0547A,Background,urban,PM10,42.7,1
PL,Nowy Sacz,PL0550A,Background,urban,PM10,45.4,1
PL,Katowice,PL0567A,Traffic,urban,PM10,47.9,1
PL,Gniezno,PL0569A,Background,urban,PM10,33.1,1
PL,Leszno,PL0570A,Background,urban,PM10,30.3,1
PL,Poznan,PL0572A,Background,urban,PM10,32.4,1
PL,Inowroclaw,PL0581A,Background,urban,PM10,10.2,0
PL,Torun,PL0582A,Background,urban,PM10,32.4,1
PL,Przemysl,PL0594A,background,urban,PM10,34.3,1
PT,Matosinhos,PT01021,Background,suburban,PM10,20.7,1
PT,Valongo,PT01023,Background,suburban,PM10,24.6,1
PT,Paredes,PT01025,Background,suburban,PM10,28.5,1
PT,Porto,PT01028,Traffic,urban,PM10,24.6,1
PT,Braga,PT01041,Traffic,urban,PM10,14.8,0
PT,Braga,PT01042,Background,suburban,PM10,14.9,0
PT,Porto,PT01050,Background,urban,PM10,22.4,1
PT,Vila Nova de Gaia,PT01053,Background,urban,PM10,20.8,1
PT,Coimbra,PT02006,Traffic,urban,PM10,23.6,1
PT,Lisboa,PT03071,Background,urban,PM10,23.4,1
PT,Lisboa,PT03072,Traffic,urban,PM10,22.3,1
PT,Lisboa,PT03075,Traffic,urban,PM10,33.8,1
PT,Almada,PT03083,Background,urban,PM10,22.9,1
PT,Setúbal,PT03093,Background,urban,PM10,25.5,1
PT,Setúbal,PT03094,Traffic,urban,PM10,22.7,1
PT,Vila Franca de Xira,PT03101,Background,urban,PM10,19.3,0
RO,Cluj-Napoca,RO0075A,Background,urban,PM10,27.4,1
RO,Craiova,RO0078A,Traffic,urban,PM10,23.5,1
RO,Craiova,RO0080A,Traffic,urban,PM10,27.7,1
RO,Iasi,RO0083A,Traffic,urban,PM10,44.5,1
RO,Iasi,RO0087A,Background,suburban,PM10,31.2,1
RO,Alba Iulia,RO0092A,Background,urban,PM10,26.4,1
RO,Arad,RO0095A,Traffic,urban,PM10,25.4,1
RO,Arad,RO0096A,Background,urban,PM10,16.7,0
RO,Bacau,RO0104A,Background,urban,PM10,17.9,0
RO,Botosani,RO0112A,Background,urban,PM10,29.6,1
RO,Brasov,RO0118A,Traffic,urban,PM10,23.0,1
RO,Brasov,RO0120A,Traffic,urban,PM10,25.6,1
RO,Buzau,RO0123A,Background,urban,PM10,25.1,1
RO,Constanta,RO0131A,Traffic,urban,PM10,36.9,1
RO,Baia Mare,RO0161A,Traffic,urban,PM10,21.3,1
RO,Baia Mare,RO0163A,Background,suburban,PM10,27.1,1
RO,Piatra Neamt,RO0171A,Background,urban,PM10,22.2,1
RO,Ploiesti,RO0175A,Traffic,urban,PM10,29.2,1
RO,Suceava,RO0188A,Background,urban,PM10,26.4,1
RO,Timisoara,RO0197A,Traffic,urban,PM10,30.2,1
SE,Malmö,SE0001A,Background,urban,PM10,16.2,0
SE,Stockholm,SE0003A,Traffic,urban,PM10,29.4,1
SE,Göteborg,SE0004A,Background,urban,PM10,15.0,0
SE,Göteborg,SE0021A,Traffic,suburban,PM10,21.7,1
SE,Stockholm,SE0022A,Background,urban,PM10,14.9,0
SE,Stockholm,SE0027A,Traffic,urban,PM10,25.0,1
SE,Stockholm,SE0050A,Traffic,urban,PM10,27.4,1
SE,Malmö,SE0058A,Traffic,urban,PM10,22.9,1
SE,Umeå,SE0059A,Traffic,urban,PM10,22.4,1
SE,Västerås,SE0060A,Traffic,urban,PM10,23.4,1
SE,Göteborg,SE0067A,Traffic,urban,PM10,19.0,0
SE,Uppsala,SE0070A,Traffic,urban,PM10,24.3,1
SE,Norrköping,SE0081A,Traffic,urban,PM10,21.0,1
SE,Stockholm,SE0087A,Traffic,suburban,PM10,27.5,1
SE,Linköping,SE0092A,Traffic,urban,PM10,22.9,1
SE,Stockholm,SE0099A,Traffic,urban,PM10,32.7,1
SE,Norrköping,SE0103A,traffic,urban,PM10,20.5,0
SE,Uppsala,SE0104A,background,urban,PM10,12.6,0
SI,Maribor,SI0002A,Traffic,urban,PM10,30.3,1
SI,Ljubljana,SI0003A,Background,urban,PM10,23.8,1
SI,Ljubljana,SI0058A,Background,urban,PM10,26.0,1
SK,Bratislava,SK0002A,Traffic,urban,PM10,33.8,1
SK,Bratislava,SK0004A,Background,urban,PM10,24.5,1
SK,Trnava,SK0045A,Traffic,urban,PM10,30.9,1
SK,Bratislava,SK0048A,Background,suburban,PM10,21.6,1
SK,Banská Bystrica,SK0214A,Traffic,urban,PM10,35.1,1
SK,Košice,SK0264A,Background,urban,PM10,27.0,1
SK,Prešov,SK0266A,Traffic,urban,PM10,34.0,1
SK,Nitra,SK0269A,Traffic,urban,PM10,26.4,1
