country iso code,city_name,station_european_code,type_of_station,station_type_of_area,component_caption,statistic_value (µg/m3),above_AQG?
CY,Lemesos,CY0005A,Background,urban,PM10,37.4,1
CZ,Praha,CZ0ABRA,Traffic,urban,PM10,19.2,0
CZ,Praha,CZ0AKAL,Traffic,urban,PM10,32.3,1
CZ,Praha,CZ0AKOB,Background,suburban,PM10,19.8,0
CZ,Praha,CZ0ALEG,Traffic,urban,PM10,31.1,1
CZ,Praha,CZ0ALIB,Background,suburban,PM10,29.2,1
CZ,Praha,CZ0AREP,Traffic,urban,PM10,27.3,1
CZ,Praha,CZ0ARIE,Background,urban,PM10,22.7,1
CZ,Praha,CZ0ASMI,Traffic,urban,PM10,27.4,1
CZ,Praha,CZ0ASTO,Background,urban,PM10,25.1,1
CZ,Praha,CZ0ASUC,Background,suburban,PM10,26.6,1
CZ,Praha,CZ0AVRS,Traffic,urban,PM10,30.3,1
CZ,Praha,CZ0AVYN,Traffic,urban,PM10,24.1,1
CZ,Brno,CZ0BBNE,Background,suburban,PM10,21.7,1
CZ,Brno,CZ0BBNF,Traffic,urban,PM10,25.5,1
CZ,Brno,CZ0BBNV,Traffic,urban,PM10,27.4,1
CZ,Brno,CZ0BBNY,Background,suburban,PM10,26.6,1
CZ,Ceské Budejovice,CZ0CCBD,Background,urban,PM10,22.6,1
CZ,Pardubice,CZ0EPAU,Background,urban,PM10,27.5,1
CZ,Hradec Králové,CZ0HHKB,Traffic,urban,PM10,27.7,1
CZ,Hradec Králové,CZ0HHKT,Background,urban,PM10,24.5,1
CZ,Jihlava,CZ0JJIH,Background,urban,PM10,20.3,0
CZ,Karlovy Vary,CZ0KKVM,Traffic,urban,PM10,25.4,1
CZ,Liberec,CZ0LLIM,Background,urban,PM10,25.2,1
CZ,Plzen,CZ0PPLA,Traffic,urban,PM10,26.0,1
CZ,Plzen,CZ0PPLB,Background,urban,PM10,25.9,1
CZ,Plzen,CZ0PPLE,Traffic,urban,PM10,24.3,1
CZ,Plzen,CZ0PPLL,Background,urban,PM10,24.9,1
CZ,Plzen,CZ0PPLS,Background,suburban,PM10,24.9,1
CZ,Plzen,CZ0PPLV,Background,suburban,PM10,22.5,1
CZ,Kladno,CZ0SKLM,Background,urban,PM10,22.5,1
CZ,Kladno,CZ0SKLS,Background,urban,PM10,36.8,1
CZ,Havírov,CZ0THAR,Background,urban,PM10,44.9,1
CZ,Karviná,CZ0TKAR,Background,urban,PM10,43.4,1
CZ,Ostrava,CZ0TOCB,Traffic,urban,PM10,40.8,1
CZ,Ostrava,CZ0TOFF,Background,urban,PM10,40.6,1
CZ,Ostrava,CZ0TOPO,Background,suburban,PM10,36.0,1
CZ,Ostrava,CZ0TOZR,Background,urban,PM10,45.7,1
CZ,Chomutov-Jirkov,CZ0UCHM,Background,urban,PM10,24.8,1
CZ,Most,CZ0UMOM,Background,urban,PM10,31.4,1
CZ,Ústí nad Labem,CZ0UULD,Traffic,urban,PM10,30.9,1
CZ,Ústí nad Labem,CZ0UULK,Background,suburban,PM10,22.5,1
CZ,Ústí nad Labem,CZ0UULM,Background,urban,PM10,29.1,1
CZ,Zlín,CZ0ZZLN,Background,suburban,PM10,28.3,1
DE,Potsdam,DEBB021,Background,urban,PM10,19.9,0
DE,Frankfurt (Oder),DEBB042,Background,suburban,PM10,20.3,0
DE,Cottbus,DEBB044,Traffic,urban,PM10,23.8,1
DE,Frankfurt (Oder),DEBB045,Traffic,urban,PM10,27.2,1
DE,Potsdam,DEBB054,Traffic,urban,PM10,25.9,1
DE,Brandenburg an der Havel,DEBB055,Background,suburban,PM10,17.5,0
DE,Cottbus,DEBB064,Background,urban,PM10,21.6,1
DE,Potsdam,DEBB073,Traffic,urban,PM10,21.4,1
DE,Potsdam,DEBB075,Background,suburban,PM10,16.6,0
DE,Cottbus,DEBB087,Traffic,urban,PM10,24.6,1
DE,Berlin,DEBE010,Background,urban,PM10,23.8,1
DE,Berlin,DEBE034,Background,urban,PM10,22.6,1
DE,Berlin,DEBE051,Background,suburban,PM10,19.8,0
DE,Berlin,DEBE061,Traffic,urban,PM10,27.0,1
DE,Berlin,DEBE063,Traffic,urban,PM10,27.2,1
DE,Berlin,DEBE064,Traffic,urban,PM10,26.8,1
DE,Berlin,DEBE065,Traffic,urban,PM10,27.8,1
DE,Berlin,DEBE067,Traffic,urban,PM10,24.4,1
DE,Berlin,DEBE068,Background,urban,PM10,22.9,1
DE,Berlin,DEBE069,Traffic,urban,PM10,29.4,1
DE,Mannheim,DEBW006,Background,urban,PM10,21.1,1
DE,Heidelberg,DEBW009,Traffic,urban,PM10,19.0,0
DE,Stuttgart,DEBW013,Background,urban,PM10,18.8,0
DE,Ulm,DEBW019,Background,urban,PM10,20.9,1
DE,Ludwigsburg,DEBW024,Background,suburban,PM10,18.6,0
DE,Reutlingen,DEBW027,Background,urban,PM10,18.2,0
DE,Pforzheim,DEBW033,Traffic,urban,PM10,18.2,0
DE,Friedrichshafen,DEBW038,Traffic,urban,PM10,18.8,0
DE,Villingen-Schwenningen,DEBW039,Background,suburban,PM10,15.0,0
DE,Konstanz,DEBW052,Background,urban,PM10,18.6,0
DE,Karlsruhe,DEBW080,Traffic,urban,PM10,22.5,1
DE,Karlsruhe,DEBW081,Background,urban,PM10,18.6,0
DE,Freiburg im Breisgau,DEBW084,Background,urban,PM10,16.8,0
DE,Mannheim,DEBW098,Traffic,urban,PM10,25.5,1
DE,Stuttgart,DEBW099,Traffic,urban,PM10,30.0,1
DE,Tübingen,DEBW107,Background,suburban,PM10,18.0,0
DE,Stuttgart,DEBW116,Traffic,urban,PM10,27.9,1
DE,Ludwigsburg,DEBW117,Traffic,urban,PM10,28.1,1
DE,Stuttgart,DEBW118,Traffic,urban,PM10,40.1,1
DE,Freiburg im Breisgau,DEBW122,Traffic,urban,PM10,22.4,1
DE,Stuttgart,DEBW134,Traffic,urban,PM10,28.4,1
DE,Tübingen,DEBW136,Traffic,urban,PM10,28.0,1
DE,Ulm,DEBW138,Traffic,urban,PM10,27.9,1
DE,Reutlingen,DEBW147,Traffic,urban,PM10,37.9,1
DE,Heilbronn,DEBW152,Traffic,urban,PM10,30.1,1
DE,Ulm,DEBW153,Traffic,urban,PM10,30.1,1
DE,Augsburg,DEBY006,Traffic,urban,PM10,26.4,1
DE,Bamberg,DEBY009,Background,urban,PM10,18.2,0
DE,Ingolstadt,DEBY021,Traffic,urban,PM10,22.0,1
DE,Kempten (Allgäu),DEBY031,Background,suburban,PM10,16.8,0
DE,Landshut,DEBY033,Traffic,urban,PM10,22.4,1
DE,München,DEBY037,Traffic,urban,PM10,26.3,1
DE,München,DEBY039,Background,urban,PM10,20.3,0
DE,Neu-Ulm,DEBY052,Background,urban,PM10,22.5,1
DE,Fürth,DEBY056,Traffic,urban,PM10,23.3,1
DE,Regensburg,DEBY063,Traffic,urban,PM10,28.0,1
DE,Schweinfurt,DEBY068,Traffic,urban,PM10,18.0,0
DE,Würzburg,DEBY077,Background,suburban,PM10,18.0,0
DE,München,DEBY089,Background,suburban,PM10,17.6,0
DE,Augsburg,DEBY099,Background,suburban,PM10,18.7,0
DE,Bayreuth,DEBY111,Traffic,urban,PM10,21.6,1
DE,München,DEBY115,Traffic,urban,PM10,31.1,1
DE,Passau,DEBY118,Background,urban,PM10,21.4,1
DE,Würzburg,DEBY119,Traffic,urban,PM10,26.6,1
DE,Nürnberg,DEBY120,Traffic,urban,PM10,28.3,1
DE,Bremen,DEHB001,Background,urban,PM10,18.8,0
DE,Bremen,DEHB004,Background,urban,PM10,16.9,0
DE,Bremerhaven,DEHB005,Background,urban,PM10,17.6,0
DE,Bremen,DEHB006,Traffic,urban,PM10,25.5,1
DE,Bremerhaven,DEHB011,Traffic,urban,PM10,24.2,1
DE,Bremen,DEHB012,Background,urban,PM10,19.0,0
DE,Darmstadt,DEHE001,Background,urban,PM10,19.4,0
DE,Frankfurt am Main,DEHE005,Traffic,urban,PM10,22.1,1
DE,Frankfurt am Main,DEHE008,Background,urban,PM10,21.7,1
DE,Hanau,DEHE011,Traffic,urban,PM10,21.8,1
DE,Kassel,DEHE013,Background,urban,PM10,20.7,1
DE,Wetzlar,DEHE020,Traffic,urban,PM10,21.9,1
DE,Wiesbaden,DEHE022,Background,urban,PM10,19.8,0
DE,Marburg,DEHE030,Background,urban,PM10,19.0,0
DE,Wiesbaden,DEHE037,Traffic,urban,PM10,22.0,1
DE,Darmstadt,DEHE040,Traffic,urban,PM10,25.4,1
DE,Frankfurt am Main,DEHE041,Traffic,urban,PM10,26.0,1
DE,Kassel,DEHE049,Traffic,urban,PM10,27.0,1
DE,Fulda,DEHE058,Background,urban,PM10,19.6,0
DE,Fulda,DEHE059,Traffic,urban,PM10,23.3,1
DE,Gießen,DEHE061,Traffic,urban,PM10,25.4,1
DE,Marburg,DEHE062,Traffic,urban,PM10,23.1,1
DE,Wiesbaden,DEHE112,Traffic,urban,PM10,21.5,1
DE,Hamburg,DEHH008,Background,urban,PM10,20.5,0
DE,Hamburg,DEHH026,Traffic,urban,PM10,22.6,1
DE,Hamburg,DEHH033,Background,urban,PM10,20.6,1
DE,Hamburg,DEHH059,Background,urban,PM10,19.9,0
DE,Hamburg,DEHH068,Traffic,urban,PM10,25.0,1
DE,Hamburg,DEHH070,Traffic,urban,PM10,20.9,1
DE,Hamburg,DEHH074,Background,urban,PM10,20.6,1
DE,Hamburg,DEHH079,Background,urban,PM10,16.4,0
DE,Neubrandenburg,DEMV003,Traffic,urban,PM10,20.0,0
DE,Rostock,DEMV020,Traffic,urban,PM10,25.7,1
DE,Rostock,DEMV021,Background,urban,PM10,16.3,0
DE,Rostock,DEMV022,Traffic,urban,PM10,22.7,1
DE,Schwerin,DEMV023,Traffic,urban,PM10,19.7,0
DE,Stralsund,DEMV025,Traffic,urban,PM10,17.4,0
DE,Braunschweig,DENI011,Background,suburban,PM10,17.2,0
DE,Wolfsburg,DENI020,Background,suburban,PM10,14.1,0
DE,Osnabrück,DENI038,Background,urban,PM10,16.0,0
DE,Göttingen,DENI042,Background,suburban,PM10,12.8,0
DE,Hannover,DENI048,Traffic,urban,PM10,22.3,1
DE,Hannover,DENI054,Background,urban,PM10,16.1,0
DE,Lüneburg,DENI062,Background,suburban,PM10,15.7,0
DE,Osnabrück,DENI067,Traffic,urban,PM10,23.2,1
DE,Göttingen,DENI068,Traffic,urban,PM10,24.8,1
DE,Braunschweig,DENI075,Traffic,urban,PM10,23.5,1
DE,Oldenburg (Oldenburg),DENI143,Traffic,urban,PM10,23.2,1
DE,Dortmund,DENW008,Background,urban,PM10,24.3,1
DE,Essen,DENW024,Background,urban,PM10,24.1,1
DE,Mülheim a.d.Ruhr,DENW038,Background,urban,PM10,22.6,1
DE,Duisburg,DENW040,Background,suburban,PM10,23.4,1
DE,Krefeld,DENW042,Background,urban,PM10,24.6,1
DE,Essen,DENW043,Traffic,urban,PM10,24.0,1
DE,Köln,DENW053,Background,urban,PM10,22.4,1
DE,Köln,DENW059,Background,suburban,PM10,21.2,1
DE,Bonn,DENW062,Background,suburban,PM10,20.9,1
DE,Bielefeld,DENW067,Background,urban,PM10,20.3,0
DE,Düsseldorf,DENW071,Background,urban,PM10,23.0,1
DE,Leverkusen,DENW079,Background,suburban,PM10,19.6,0
DE,Solingen,DENW080,Background,suburban,PM10,20.3,0
DE,Düsseldorf,DENW082,Traffic,urban,PM10,29.5,1
DE,Aachen,DENW094,Background,urban,PM10,18.0,0
DE,Münster,DENW095,Background,urban,PM10,22.3,1
DE,Mönchengladbach,DENW096,Background,suburban,PM10,21.4,1
DE,Mönchengladbach,DENW100,Traffic,urban,PM10,19.8,0
DE,Dortmund,DENW101,Traffic,urban,PM10,24.3,1
DE,Duisburg,DENW112,Traffic,urban,PM10,25.6,1
DE,Wuppertal,DENW114,Background,urban,PM10,23.3,1
DE,Hagen,DENW133,Traffic,urban,PM10,32.4,1
DE,Essen,DENW134,Traffic,urban,PM10,28.2,1
DE,Dortmund,DENW136,Traffic,urban,PM10,29.7,1
DE,Bielefeld,DENW186,Traffic,urban,PM10,24.2,1
DE,Oberhausen,DENW188,Traffic,urban,PM10,29.2,1
DE,Wuppertal,DENW189,Traffic,urban,PM10,25.7,1
DE,Bottrop,DENW201,Traffic,urban,PM10,27.0,1
DE,Herne,DENW203,Traffic,urban,PM10,29.7,1
DE,Aachen,DENW207,Traffic,urban,PM10,32.1,1
DE,Gelsenkirchen,DENW208,Traffic,urban,PM10,33.6,1
DE,Köln,DENW211,Traffic,urban,PM10,29.9,1
DE,Köln,DENW212,Traffic,urban,PM10,24.2,1
DE,Mönchengladbach,DENW259,Traffic,urban,PM10,28.1,1
DE,Münster,DENW260,Traffic,urban,PM10,25.8,1
DE,Düsseldorf,DENW330,Background,urban,PM10,21.9,1
DE,Gelsenkirchen,DENW351,traffic,urban,PM10,25.2,1
DE,Ludwigshafen am Rhein,DERP001,Background,urban,PM10,19.7,0
DE,Ludwigshafen am Rhein,DERP003,Traffic,urban,PM10,22.4,1
DE,Mainz,DERP007,Background,urban,PM10,18.1,0
DE,Mainz,DERP009,Background,urban,PM10,20.3,0
DE,Mainz,DERP010,Traffic,urban,PM10,23.4,1
DE,Kaiserslautern,DERP019,Background,urban,PM10,17.8,0
DE,Trier,DERP020,Traffic,urban,PM10,20.5,1
DE,Ludwigshafen am Rhein,DERP041,Traffic,urban,PM10,23.8,1
DE,Koblenz,DERP045,Traffic,urban,PM10,21.1,1
DE,Flensburg,DESH022,Traffic,urban,PM10,20.8,1
DE,Lübeck,DESH023,Background,urban,PM10,17.5,0
DE,Kiel,DESH027,Traffic,urban,PM10,22.0,1
DE,Kiel,DESH033,Background,urban,PM10,17.9,0
DE,Saarbrücken,DESL010,Background,urban,PM10,17.3,0
DE,Saarbrücken,DESL012,Background,urban,PM10,20.4,0
DE,Saarbrücken,DESL020,Traffic,urban,PM10,22.8,1
DE,Chemnitz,DESN011,Background,urban,PM10,20.1,0
DE,Görlitz,DESN020,Traffic,urban,PM10,23.9,1
DE,Leipzig,DESN025,Traffic,urban,PM10,28.4,1
DE,Leipzig,DESN059,Background,urban,PM10,19.1,0
DE,Dresden,DESN061,Traffic,urban,PM10,23.8,1
DE,Plauen,DESN075,Traffic,urban,PM10,21.9,1
DE,Leipzig,DESN077,Traffic,urban,PM10,28.5,1
DE,Chemnitz,DESN083,Traffic,urban,PM10,27.1,1
DE,Dresden,DESN084,Traffic,urban,PM10,28.3,1
DE,Zwickau,DESN091,Traffic,urban,PM10,21.3,1
DE,Dresden,DESN092,Background,urban,PM10,19.4,0
DE,Halle an der Saale,DEST050,Background,urban,PM10,20.6,1
DE,Halle an der Saale,DEST075,Traffic,urban,PM10,22.7,1
DE,Magdeburg,DEST076,Traffic,urban,PM10,23.3,1
DE,Magdeburg,DEST077,Background,urban,PM10,19.2,0
DE,Dessau-Roßlau,DEST091,Traffic,urban,PM10,21.1,1
DE,Magdeburg,DEST099,Traffic,urban,PM10,23.7,1
DE,Halle an der Saale,DEST102,Traffic,urban,PM10,30.1,1
DE,Magdeburg,DEST103,Traffic,urban,PM10,26.1,1
DE,Gera,DETH009,Background,urban,PM10,20.4,0
DE,Erfurt,DETH020,Background,urban,PM10,18.8,0
DE,Jena,DETH041,Background,urban,PM10,22.2,1
DE,Erfurt,DETH043,Traffic,urban,PM10,25.0,1
DE,Weimar,DETH093,Background,urban,PM10,19.2,0
DK,København,DK0030A,Traffic,urban,PM10,24.3,1
DK,Odense,DK0031A,Traffic,urban,PM10,22.5,1
DK,København,DK0034A,Traffic,urban,PM10,28.8,1
DK,København,DK0034A,Traffic,urban,PM10,29.4,1
DK,Århus,DK0051A,Traffic,urban,PM10,21.0,1
EE,Tallinn,EE0018A,Background,urban,PM10,12.6,0
EE,Tallinn,EE0018A,Background,urban,PM10,13.2,0
EE,Tallinn,EE0020A,Traffic,urban,PM10,17.5,0
EE,Tartu,EE0021A,Background,urban,PM10,17.3,0
EE,Narva,EE0022A,Background,urban,PM10,14.5,0
ES,Madrid,ES0118A,Traffic,urban,PM10,22.3,1
ES,Madrid,ES0126A,Background,urban,PM10,18.9,0
ES,Barcelona,ES0559A,Traffic,urban,PM10,27.3,1
ES,Barcelona,ES0567A,Background,urban,PM10,20.2,0
ES,Barcelona,ES0691A,Traffic,urban,PM10,24.5,1
ES,Avilés,ES0880A,Traffic,urban,PM10,31.1,1
ES,Zaragoza,ES1044A,Traffic,suburban,PM10,16.7,0
ES,Zaragoza,ES1047A,Traffic,urban,PM10,17.6,0
ES,Ourense,ES1096A,Traffic,urban,PM10,13.2,0
ES,Vigo,ES1137A,Traffic,urban,PM10,28.4,1
ES,A Coruña,ES1138A,Traffic,urban,PM10,23.4,1
ES,Burgos,ES1160A,Traffic,urban,PM10,13.4,0
ES,León,ES1161A,Traffic,urban,PM10,18.1,0
ES,Gandia,ES1182A,Traffic,urban,PM10,16.7,0
ES,Madrid,ES1193A,Background,suburban,PM10,15.4,0
ES,Valencia,ES1239A,Traffic,urban,PM10,20.4,0
ES,Oviedo,ES1268A,Traffic,urban,PM10,26.0,1
ES,Oviedo,ES1269A,Traffic,urban,PM10,31.3,1
ES,Gijón,ES1270A,Traffic,urban,PM10,25.0,1
ES,Gijón,ES1271A,Traffic,urban,PM10,34.9,1
ES,Gijón,ES1272A,Traffic,urban,PM10,25.0,1
ES,Gijón,ES1358A,Traffic,urban,PM10,23.8,1
ES,Barcelona,ES1396A,Traffic,urban,PM10,25.3,1
ES,Avilés,ES1424A,Traffic,urban,PM10,22.8,1
ES,Madrid,ES1426A,Traffic,urban,PM10,18.9,0
ES,Barcelona,ES1438A,Traffic,urban,PM10,27.1,1
ES,Pontevedra,ES1464A,Traffic,urban,PM10,19.0,0
ES,Barcelona,ES1480A,Traffic,urban,PM10,26.0,1
ES,Vitoria/Gasteiz,ES1492A,Traffic,urban,PM10,7.7,0
ES,Madrid,ES1525A,Traffic,urban,PM10,19.6,0
ES,Santander,ES1529A,Background,urban,PM10,20.2,0
ES,Madrid,ES1532A,Background,urban,PM10,18.1,0
ES,Guadalajara,ES1537A,Background,urban,PM10,17.7,0
ES,Alcalá de Henares,ES1563A,Traffic,urban,PM10,20.8,1
ES,Leganés,ES1567A,Traffic,urban,PM10,21.0,1
ES,Móstoles,ES1568A,Background,urban,PM10,18.5,0
ES,Oviedo,ES1572A,Background,urban,PM10,22.3,1
ES,Telde,ES1573A,Traffic,urban,PM10,27.1,1
ES,Santander,ES1580A,Traffic,urban,PM10,21.9,1
ES,Badajoz,ES1601A,Background,urban,PM10,13.3,0
ES,Logroño,ES1602A,Background,urban,PM10,21.4,1
ES,Palma de Mallorca,ES1610A,Traffic,urban,PM10,21.5,1
ES,Majadahonda,ES1612A,Background,suburban,PM10,19.5,0
ES,Cáceres,ES1615A,Background,urban,PM10,11.2,0
ES,Salamanca,ES1618A,Traffic,urban,PM10,16.9,0
ES,Elche/Elx,ES1624A,Background,suburban,PM10,19.8,0
ES,Valladolid,ES1631A,Traffic,urban,PM10,13.4,0
ES,Valladolid,ES1632A,Traffic,urban,PM10,15.7,0
ES,Murcia,ES1633A,Traffic,suburban,PM10,26.0,1
ES,"Línea de la Concepción, La",ES1634A,Background,urban,PM10,30.5,1
ES,Alicante/Alacant,ES1635A,Traffic,urban,PM10,20.7,1
ES,Sevilla,ES1638A,Background,urban,PM10,28.8,1
ES,Zaragoza,ES1641A,Background,urban,PM10,16.3,0
ES,Benidorm,ES1675A,Background,suburban,PM10,10.4,0
ES,San Sebastián/Donostia,ES1697A,Traffic,urban,PM10,12.3,0
ES,Bilbao,ES1713A,Background,urban,PM10,19.5,0
ES,Torrejón de Ardoz,ES1752A,Background,urban,PM10,19.3,0
ES,Jerez de la Frontera,ES1781A,Background,urban,PM10,23.1,1
ES,Castellón de la Plana/Castelló de la Plana,ES1834A,Traffic,urban,PM10,14.7,0
ES,Elche/Elx,ES1849A,Traffic,urban,PM10,21.2,1
ES,Barcelona,ES1856A,Background,urban,PM10,19.1,0
ES,Ciudad Real,ES1857A,Background,suburban,PM10,21.0,1
ES,Talavera de la Reina,ES1859A,Background,suburban,PM10,15.6,0
ES,Ferrol,ES1867A,Traffic,urban,PM10,21.8,1
ES,Santiago de Compostela,ES1868A,Background,urban,PM10,22.7,1
ES,Coslada,ES1869A,Traffic,urban,PM10,19.4,0
ES,Valencia,ES1885A,Background,urban,PM10,14.9,0
ES,Salamanca,ES1889A,Background,suburban,PM10,14.7,0
ES,Alcorcón,ES1890A,Background,urban,PM10,20.6,1
ES,Barcelona,ES1900A,Background,urban,PM10,26.3,1
ES,Lugo,ES1905A,Traffic,urban,PM10,22.8,1
ES,Elda,ES1914A,Background,suburban,PM10,11.9,0
ES,Telde,ES1919A,Background,urban,PM10,24.6,1
ES,Cartagena,ES1921A,Background,urban,PM10,21.3,1
ES,Palencia,ES1922A,Traffic,urban,PM10,21.0,1
ES,Zamora,ES1927A,Traffic,urban,PM10,15.6,0
ES,Madrid,ES1937A,Background,urban,PM10,18.8,0
ES,Madrid,ES1938A,Traffic,urban,PM10,19.2,0
ES,Madrid,ES1940A,Traffic,urban,PM10,20.3,0
ES,Madrid,ES1942A,Background,urban,PM10,17.8,0
ES,Madrid,ES1944A,Background,urban,PM10,17.0,0
ES,Madrid,ES1947A,Background,urban,PM10,17.8,0
ES,Las Palmas,ES1953A,Background,urban,PM10,21.4,1
ES,Arrecife,ES1955A,Background,urban,PM10,24.9,1
ES,Ferrol,ES1960A,Background,suburban,PM10,15.6,0
ES,Gijón,ES1974A,Background,suburban,PM10,23.4,1
ES,León,ES1988A,Background,suburban,PM10,15.8,0
ES,Santa Cruz de Tenerife,ES2003A,Traffic,suburban,PM10,16.0,0
ES,Telde,ES2004A,Traffic,suburban,PM10,27.0,1
ES,Valladolid,ES2010A,Traffic,urban,PM10,14.2,0
ES,Santa Cruz de Tenerife,ES2021A,Background,urban,PM10,18.5,0
ES,Badalona,ES2027A,Traffic,urban,PM10,19.8,0
ES,Getafe,ES2028A,Traffic,urban,PM10,22.0,1
FI,Turku / Åbo,FI00186,Traffic,urban,PM10,15.0,0
FI,Helsinki / Helsingfors,FI00206,Traffic,urban,PM10,17.4,0
FI,Vantaa / Vanda,FI00370,Traffic,suburban,PM10,13.8,0
FI,Helsinki / Helsingfors,FI00425,Background,urban,PM10,13.1,0
FI,Tampere / Tammerfors,FI00549,Traffic,urban,PM10,15.6,0
FI,Helsinki / Helsingfors,FI00781,Background,suburban,PM10,10.8,0
FI,Tampere / Tammerfors,FI00838,Traffic,suburban,PM10,13.9,0
